"id","down_time_train","interval_giving","idle_train","travel_time","crew_down_time","crew_down_time_plan","intermediate_down_time","route_id","sender_id","receiver_id","real_wagon_loading","real_train_weight_gross","real_train_wight_net","cargo_type_id","empty_types_id","down_time","axis_count"
24,"0.583333","0.0","4.95","-7.6","2.4","-2.050008",NULL,7506,109,3825,62,"1635.0","0.0",1141,0,"4.95",248
32,"2.002778","0.0","26.0","-17.666667",NULL,NULL,NULL,7502,505,131,70,"1657.9","0.0",1141,0,"26.0",280
33,"2.666667","0.0","2.283333","2.966667",NULL,NULL,NULL,7503,132,131,71,"1681.0","0.0",1141,0,"2.283333",284
34,"2.0","0.0","6.533333","3.466667",NULL,"0.9",NULL,7503,82,131,71,"1681.0","0.0",1141,0,"6.533333",284
35,"3.0","0.0","3.65","3.183333",NULL,NULL,NULL,7503,132,131,67,"1583.0","0.0",1141,0,"3.65",268
36,"2.0","0.0","3.05","2.866667",NULL,NULL,NULL,7503,132,131,71,"1683.0","0.0",1141,0,"3.05",284
37,"5.416667","0.0","3.083333","3.666667",NULL,NULL,NULL,7503,132,131,71,"1681.0","0.0",1141,0,"3.083333",284
38,"2.5","0.0","2.85","3.566667",NULL,NULL,NULL,7503,132,131,71,"1685.0","0.0",1141,0,"2.85",284
40,"0.55","0.0","1.333333","3.283333",NULL,NULL,NULL,7496,131,132,67,"6274.3","4689.0",5229,1,"1.333333",268
42,"0.516667","0.0","4.333333","4.15",NULL,NULL,NULL,7497,241,82,67,"6275.0","4688.0",5611,1,"4.333333",268
43,"0.533333","0.0","10.1","3.45",NULL,NULL,NULL,7496,131,132,67,"6272.2","4687.5",5229,1,"10.1",268
44,"0.45","0.0","1.166667","3.466667",NULL,NULL,NULL,7496,131,132,67,"6274.7","4688.0",5229,1,"1.166667",268
45,"0.533333","0.0","1.05","5.583333",NULL,"1.433328",NULL,7497,241,82,67,"6273.0","4686.0",5611,1,"1.05",268
46,"0.516667","0.0","1.833333","3.65",NULL,NULL,NULL,7496,131,132,67,"6275.9","4688.0",5229,1,"1.833333",268
47,"0.5","0.0","3.666667","3.333333",NULL,"1.716672",NULL,7496,131,132,67,"6274.8","4689.0",5229,1,"3.666667",268
48,"0.5","0.0","1.583333","4.833333",NULL,"1.166664",NULL,7497,241,82,67,"6275.0","4687.0",5611,1,"1.583333",268
49,"0.45","0.0","0.75","4.3",NULL,NULL,NULL,7497,241,82,67,"6274.0","4686.0",5611,1,"0.75",268
50,"0.483333","0.0","5.25","3.35",NULL,NULL,NULL,7496,131,132,67,"6272.8","4690.0",5229,1,"5.25",268
51,"0.5","0.0","2.0","3.166667",NULL,NULL,NULL,7496,131,132,67,"6274.7","4688.0",5229,1,"2.0",268
67,"1.0","0.0","3.666667","4.0",NULL,"2.166672",NULL,7492,131,505,70,"6557.0","4898.0",5229,1,"3.666667",280
69,"0.5","0.0","1.666667","51.0",NULL,NULL,NULL,7492,131,505,70,"6558.1","4897.5",5229,1,"1.666667",280
70,"0.5","0.0","2.5","-19.666667",NULL,NULL,NULL,7492,131,505,70,"6553.4","4897.0",5229,1,"2.5",280
77,"0.583333","0.0","3.166667","-10.333333","3.016656",NULL,NULL,7506,109,3825,63,"1667.0","0.0",1141,0,"3.166667",252
81,"0.5","0.0","2.666667","-16.833333",NULL,NULL,NULL,7492,131,505,70,"6556.4","4898.0",5229,1,"2.666667",280
82,"1.084722","0.0","1.116667","-21.45",NULL,NULL,NULL,7492,131,505,70,"6557.0","4898.0",5229,1,"1.116667",280
83,"0.633333","0.0","2.083333","3.2",NULL,NULL,NULL,7492,131,505,70,"6554.4","4898.0",5229,1,"2.083333",280
84,"0.916667","0.0","4.5","4.916667",NULL,NULL,NULL,7492,131,505,70,"6556.5","4896.5",5229,1,"4.5",280
85,"0.5","0.0","1.666667","3.25",NULL,NULL,NULL,7492,131,505,70,"6553.6","4900.0",5229,1,"1.666667",280
87,"1.5","0.0","4.2","3.216667",NULL,NULL,NULL,7492,131,505,70,"6553.4","4897.0",5229,1,"4.2",280
88,"0.5","0.0","2.5","-20.916667",NULL,NULL,NULL,7492,131,505,70,"6553.4","4897.0",5229,1,"2.5",280
89,"0.5","0.0","1.2","4.966667",NULL,NULL,NULL,7492,131,107,70,"6558.3","4898.5",5229,1,"1.2",280
90,"0.833333","0.0","1.483333","3.1",NULL,NULL,NULL,7492,131,505,70,"6555.9","4898.0",5229,1,"1.483333",280
91,"1.083333","0.0","1.65","3.433333",NULL,NULL,NULL,7492,131,505,70,"6555.6","4897.0",5229,1,"1.65",280
92,"0.666667","0.0","2.25","3.583333",NULL,"2.266656",NULL,7492,131,505,70,"6558.6","4898.0",5229,1,"2.25",280
93,"13.083333","0.0","0.75","2.916667",NULL,NULL,NULL,7492,131,505,70,"6557.1","4898.5",5229,1,"0.75",280
94,"0.5","0.0","6.25","5.416667",NULL,NULL,NULL,7492,131,505,70,"6553.6","4896.0",5229,1,"6.25",280
95,"0.833333","0.0","1.666667","3.0",NULL,NULL,NULL,7492,131,505,70,"6556.5","4896.5",5229,1,"1.666667",280
96,"0.5","0.0","1.166667","4.166667",NULL,NULL,NULL,7492,131,505,70,"6552.3","4899.5",5229,1,"1.166667",280
97,"2.75","0.0","2.733333","2.85",NULL,NULL,NULL,7492,131,505,70,"6556.4","4898.0",5229,1,"2.733333",280
98,"0.5","0.0","2.5","2.916667",NULL,NULL,NULL,7492,131,505,70,"6557.1","4897.5",5229,1,"2.5",280
99,"0.5","0.0","1.583333","2.916667",NULL,NULL,NULL,7492,131,505,70,"6552.3","4899.5",5229,1,"1.583333",280
101,"2.666667","0.0","8.383333","3.2",NULL,NULL,NULL,7492,131,505,70,"6556.8","4898.0",5229,1,"8.383333",280
102,"0.5","0.0","2.2","2.766667",NULL,NULL,NULL,7492,131,505,70,"6558.3","4898.5",5229,1,"2.2",280
103,"0.666667","0.0","2.416667","3.583333",NULL,NULL,NULL,7492,131,505,70,"6531.0","4896.0",5229,1,"2.416667",280
104,"2.166667","0.0","1.966667","2.283333",NULL,NULL,NULL,7492,131,505,70,"6558.1","4897.0",5229,1,"1.966667",280
105,"0.833333","0.0","2.4","3.183333",NULL,NULL,NULL,7492,131,505,70,"6553.1","4896.0",5229,1,"2.4",280
106,"2.5","0.0","2.283333","-41.283333",NULL,NULL,NULL,7502,505,131,70,"0.0","0.0",1141,0,"2.283333",280
107,"0.5","0.0","1.75","3.416667",NULL,NULL,NULL,7492,131,505,70,"6556.5","4896.5",5229,1,"1.75",280
108,"1.75","0.0","1.916667","4.75",NULL,NULL,NULL,7504,82,241,71,"1683.0","0.0",1141,0,"1.916667",284
109,"1.783333","0.0","3.583333","3.966667",NULL,NULL,NULL,7504,82,241,71,"1681.0","0.0",1141,0,"3.583333",284
110,"1.8","0.0","2.95","4.166667",NULL,NULL,NULL,7504,82,241,71,"1685.0","0.0",1141,0,"2.95",284
111,"2.516667","0.0","5.566667","27.416667",NULL,"1.766664",NULL,7504,82,241,71,"1683.0","0.0",1141,0,"5.566667",284
117,"1.166667","0.0","2.7","27.8","3.349992",NULL,NULL,7505,1465,82,71,"1679.0","0.0",1141,0,"2.7",284
118,"0.5","0.0","1.166667","8.75",NULL,"3.6",NULL,7497,241,82,67,"6271.0","4682.0",5611,1,"1.166667",268
119,"1.916667","0.0","9.083333","26.25","3.73332","2.083344",NULL,7505,82,1465,71,"1682.0","0.0",1141,0,"9.083333",284
123,"1.75","0.0","2.75","44.416667","16.666656",NULL,NULL,7501,82,485,71,"1683.0","0.0",1141,0,"2.75",284
124,"1.716667","0.0","1.933333","39.933333","10.699992",NULL,NULL,7501,82,485,71,"1681.0","0.0",1141,0,"1.933333",284
125,"1.533333","0.0","2.55","60.25","17.100024","18.333336",NULL,7501,82,485,69,"1633.0","0.0",1141,0,"2.55",276
126,"1.833333","0.0","4.083333","33.416667","4.849992",NULL,NULL,7501,82,485,71,"1681.0","0.0",1141,0,"4.083333",284
127,"0.5","0.0","1.333333","32.333333","5.51664","0.349992",NULL,7500,485,82,53,"4964.7","3708.5",102,1,"1.333333",212
128,"1.95","0.0","2.5","33.55","6.199992",NULL,NULL,7501,82,485,69,"1637.0","0.0",1141,0,"2.5",276
129,"0.583333","0.0","3.238056","-13.738056","1.983336",NULL,NULL,7499,3825,109,64,"5922.0","4294.0",9460,1,"3.238056",256
130,"0.55","0.0","1.483333","-10.3","1.033344",NULL,NULL,7499,3825,109,64,"5981.0","4273.0",9460,1,"1.483333",256
131,"0.583333","0.0","1.583333","5.666667","3.916656",NULL,NULL,7499,3825,109,64,"5972.7","4286.0",9460,1,"1.583333",256
132,"0.583333","0.0","1.533333","3.883333","1.566672",NULL,NULL,7499,3825,109,64,"5960.0","4264.0",9460,1,"1.533333",256
133,"0.566667","0.0","10.25","-11.4",NULL,NULL,NULL,7499,3825,109,64,"5973.0","4284.0",9460,1,"10.25",256
134,"0.583333","0.0","4.333333","-10.333333","2.433336",NULL,NULL,7499,3825,109,64,"5955.0","4223.3",9460,1,"4.333333",256
135,"0.583333","0.0","3.333333","-16.75","4.816656",NULL,NULL,7499,3825,109,64,"5964.0","4274.5",9460,1,"3.333333",256
136,"0.583333","0.0","2.416667","4.666667","2.566656",NULL,NULL,7499,3825,109,64,"5965.1","4280.0",9460,1,"2.416667",256
137,"0.583333","0.0","3.166667","1.166667","1.983336",NULL,NULL,7499,3825,109,64,"5981.0","4277.0",9460,1,"3.166667",256
138,"0.583333","0.0","4.886667","-14.586667","1.333344","2.633328",NULL,7499,3825,109,64,"5964.0","4252.4",9460,1,"4.886667",256
139,"0.583333","0.0","1.3","-0.8","2.183328",NULL,NULL,7499,3825,109,64,"5972.0","4283.0",9460,1,"1.3",256
140,"0.5","0.0","1.75","33.166667","5.366688",NULL,NULL,7500,485,82,53,"4963.3","3709.0",102,1,"1.75",212
141,"2.083333","1.0","1.0","33.083333","2.616672",NULL,NULL,7500,485,82,53,"4960.4","3707.5",102,1,"1.0",212
142,"0.533333","0.0","0.583333","33.55","5.600016",NULL,NULL,7500,485,82,53,"4964.7","3709.5",102,1,"0.583333",212
143,"0.516667","0.0","2.3","-710.316667","5.98332",NULL,NULL,7500,485,82,53,"4965.0","3708.0",102,1,"2.3",212
144,"0.483333","0.0","0.45","35.516667","8.266656",NULL,NULL,7500,485,82,53,"4964.7","3706.0",102,1,"0.45",212
145,"0.483333","0.0","4.416667","32.6","6.083328",NULL,NULL,7500,485,82,53,"4963.6","3707.5",102,1,"4.416667",212
146,"1.5","0.0","2.466667","34.116667","4.916664",NULL,NULL,7500,485,82,53,"4964.7","3708.5",102,1,"2.466667",212
147,"0.483333","0.0","1.133333","30.183333","5.666664",NULL,NULL,7500,485,82,53,"4963.3","3709.5",102,1,"1.133333",212
148,"0.5","0.0","0.816667","33.166667","4.750008",NULL,NULL,7500,485,82,53,"4961.7","3707.5",102,1,"0.816667",212
149,"0.483333","0.0","0.666667","31.266667","4.150008","0.283344",NULL,7500,485,82,53,"4961.5","3707.0",102,1,"0.666667",212
150,"1.1","0.0","0.966667","34.1","7.63332","0.566664",NULL,7500,485,82,53,"4963.2","3708.0",102,1,"0.966667",212
151,"0.5","0.0","0.916667","36.833333","6.15","0.250008",NULL,7500,485,82,53,"4963.4","3708.0",102,1,"0.916667",212
152,"2.216667","0.0","0.666667","28.783333","4.300008","2.533344",NULL,7474,1465,82,53,"4964.5","3708.0",102,1,"0.666667",212
153,"0.516667","0.0","0.916667","29.816667","3.866664","0.983328",NULL,7474,1465,82,53,"4963.3","3706.5",102,1,"0.916667",212
154,"0.6","0.0","11.25","30.9","2.983344","1.283328",NULL,7474,1465,82,53,"4963.8","3707.5",102,1,"11.25",212
155,"2.216667","0.0","0.666667","28.783333","6.533352","4.483344",NULL,7474,1465,82,53,"4967.0","3710.0",102,1,"0.666667",212
160,"3.666667","0.0","1.25","3.583333",NULL,"1.5",NULL,7504,82,241,71,"1682.0","0.0",1141,0,"1.25",284
161,"1.2","0.0","3.566667","33.183333","5.11668",NULL,NULL,7500,485,82,53,"4960.4","3709.5",102,1,"3.566667",212
162,"0.45","0.0","1.083333","3.55",NULL,NULL,NULL,7496,131,132,67,"6274.7","4688.0",5229,1,"1.083333",268
165,"0.583333","0.0","0.916667","-16.416667","2.633328",NULL,NULL,7506,109,3825,60,"1581.0","0.0",1141,0,"0.916667",240
167,"0.75","0.0","20.416667","3.0",NULL,NULL,NULL,7492,131,505,70,"6552.3","4899.5",5229,1,"20.416667",280
168,"0.5","0.0","3.416667","0.666667",NULL,"0.283344",NULL,7496,131,132,67,"6277.31","4688.5",5229,1,"3.416667",268
170,"3.0","0.0","2.283333","2.883333",NULL,NULL,NULL,7502,505,131,70,"1637.0","0.0",1141,0,"2.283333",280
171,"0.5","0.0","0.966667","3.616667",NULL,"0.633336",NULL,7497,241,82,67,"6273.0","4687.0",5611,1,"0.966667",268
172,"6.333333","0.0","6.033333","2.633333",NULL,NULL,NULL,7502,505,131,70,"1653.0","0.0",1141,0,"6.033333",280
173,"2.0","0.0","3.333333","2.75",NULL,NULL,NULL,7502,505,131,70,"1659.0","0.0",1141,0,"3.333333",280
174,"0.583333","0.0","4.716667","-19.3","1.583328",NULL,NULL,7499,3825,109,64,"5967.0","4263.7",9460,1,"4.716667",256
175,"3.25","0.0","2.750278","5.333056",NULL,"1.750008",NULL,7502,505,131,70,"1661.0","0.0",1141,0,"2.750278",280
176,"3.416667","0.0","2.233333","2.85",NULL,NULL,NULL,7502,505,131,70,"1658.0","0.0",1141,0,"2.233333",280
177,"2.333333","0.0","2.0","2.833333",NULL,NULL,NULL,7502,505,131,70,"1659.0","0.0",1141,0,"2.0",280
178,"2.0","0.0","1.65","3.183333",NULL,NULL,NULL,7502,505,131,70,"1634.0","0.0",1141,0,"1.65",280
179,"2.166667","0.0","4.333333","2.666667",NULL,NULL,NULL,7502,505,131,69,"1636.0","0.0",1141,0,"4.333333",276
180,"2.166667","0.0","6.0","4.0",NULL,"0.733344",NULL,7502,505,131,70,"1657.0","0.0",1141,0,"6.0",280
181,"4.666667","0.0","1.65","3.433333",NULL,NULL,NULL,7502,505,131,70,"1661.0","0.0",1141,0,"1.65",280
182,"2.0","0.0","2.866667","2.966667",NULL,NULL,NULL,7502,505,131,70,"1661.0","0.0",1141,0,"2.866667",280
183,"2.0","0.0","6.0","2.916667",NULL,NULL,NULL,7502,505,131,70,"1660.0","0.0",1141,0,"6.0",280
184,"2.0","0.0","2.166667","3.333333",NULL,NULL,NULL,7502,505,131,70,"1659.0","0.0",1141,0,"2.166667",280
185,"2.066667","0.0","4.083333","3.183333",NULL,NULL,NULL,7502,505,131,69,"1846.0","0.0",1141,0,"4.083333",276
186,"3.75","0.0","23.333333","5.75",NULL,"4.249992",NULL,7502,505,131,70,"1653.0","0.0",1141,0,"23.333333",280
187,"2.166667","0.0","1.25","2.833333",NULL,NULL,NULL,7502,505,131,70,"1654.0","0.0",1141,0,"1.25",280
188,"2.833333","0.0","1.833333","2.75",NULL,NULL,NULL,7502,505,131,70,"1657.0","0.0",1141,0,"1.833333",280
189,"2.25","0.0","3.95","2.8",NULL,NULL,NULL,7502,505,131,69,"1635.0","0.0",1141,0,"3.95",276
190,"4.333333","0.0","2.95","3.3",NULL,NULL,NULL,7502,505,131,69,"1637.0","0.0",1141,0,"2.95",276
191,"2.916667","0.0","1.733333","2.85",NULL,NULL,NULL,7502,505,131,70,"1660.0","0.0",1141,0,"1.733333",280
192,"2.5","0.0","4.2","2.966667",NULL,NULL,NULL,7502,505,131,70,"1660.0","0.0",1141,0,"4.2",280
194,"3.166667","0.0","1.916667","3.166667",NULL,NULL,NULL,7502,505,131,70,"1658.0","0.0",1141,0,"1.916667",280
195,"2.0","0.0","6.733333","2.766667",NULL,"2.616672",NULL,7502,505,131,70,"1653.0","0.0",1141,0,"6.733333",280
196,"2.0","0.0","1.9","3.0",NULL,NULL,NULL,7502,107,131,70,"1660.0","0.0",1141,0,"1.9",280
197,"2.0","0.0","6.866667","3.216667",NULL,"1.816656",NULL,7502,505,131,70,"1658.0","0.0",1141,0,"6.866667",280
198,"2.0","0.0","2.966667","3.2",NULL,NULL,NULL,7502,505,131,70,"1657.0","0.0",1141,0,"2.966667",280
200,"3.333333","0.0","2.833333","3.333333",NULL,NULL,NULL,7492,131,107,70,"6553.1","4896.0",5229,1,"2.833333",280
201,"0.666667","0.0","25.2","3.133333",NULL,NULL,NULL,7492,131,505,70,"6558.3","4898.5",5229,1,"25.2",280
202,"4.366667","0.0","2.616667","34.35","6.933312","1.616664",NULL,7501,82,485,70,"1657.0","0.0",1141,0,"2.616667",280
203,"0.583333","0.0","2.533333","28.966667","5.066688","0.633336",NULL,7498,131,109,64,"5993.5","4478.0",5229,1,"2.533333",256
204,"2.0","0.0","3.2","2.8",NULL,NULL,NULL,7502,505,131,70,"1660.0","0.0",1141,0,"3.2",280
205,"0.5","0.0","1.166667","4.0",NULL,NULL,NULL,7496,131,132,67,"6274.7","4687.0",5229,1,"1.166667",268
206,"1.383333","0.0","3.333333","31.45","5.916672","-0.049992",NULL,7500,485,82,53,"4962.2","3708.0",102,1,"3.333333",212
208,"2.0","0.0","1.6","2.733333",NULL,NULL,NULL,7502,505,131,70,"1649.0","0.0",1141,0,"1.6",280
210,"2.0","0.0","3.666667","3.333333",NULL,"1.516656",NULL,7503,82,131,71,"1681.0","0.0",1141,0,"3.666667",284
212,"2.0","0.0","4.166667","3.166667",NULL,"1.066656",NULL,7503,132,131,67,"1585.0","0.0",1141,0,"4.166667",268
213,"0.583333","0.0","4.5","-0.666667","1.999992","1.883328",NULL,7506,109,3825,61,"1613.0","0.0",1141,0,"4.5",244
216,"0.5","0.0","2.0","4.016667",NULL,NULL,NULL,7492,131,505,70,"6557.1","4897.5",5229,1,"2.0",280
217,"0.5","0.0","1.333333","3.333333",NULL,NULL,NULL,7492,131,505,70,"6556.3","4897.0",5229,1,"1.333333",280
218,"0.5","0.0","0.75","30.0","5.36664","2.68332",NULL,7474,1465,82,53,"4962.3","3709.5",102,1,"0.75",212
219,"2.283333","0.0","2.083333","37.883333","8.483328","4.35",NULL,7500,485,82,53,"4963.0","3707.5",102,1,"2.083333",212
220,"2.583333","0.0","0.633333","37.45","5.833344","2.883336",NULL,7500,485,82,53,"4961.5","3709.0",102,1,"0.633333",212
222,"2.0","0.0","2.166667","3.416667",NULL,NULL,NULL,7502,505,131,70,"1655.0","0.0",1141,0,"2.166667",280
223,"0.5","0.0","2.083333","3.416667",NULL,NULL,NULL,7496,131,132,67,"6271.0","4689.5",5229,1,"2.083333",268
224,"2.0","0.0","2.966667","3.7",NULL,"1.05",NULL,7503,132,131,67,"1588.0","0.0",1141,0,"2.966667",268
225,"1.833333","0.0","5.0","30.5","3.633312","2.350008",NULL,7505,82,1465,70,"1657.0","0.0",1141,0,"5.0",280
226,"0.833333","0.0","6.416667","4.916667",NULL,"2.25",NULL,7504,82,241,70,"1684.0","0.0",1141,0,"6.416667",280
227,"2.0","0.0","1.033333","3.883333",NULL,"0.966672",NULL,7502,505,131,70,"1660.0","0.0",1141,0,"1.033333",280
228,"0.583333","0.0","3.0","31.5","4.383336","0.416664",NULL,7498,131,109,64,"5994.3","4477.5",5229,1,"3.0",256
229,"0.5","0.0","0.683333","3.0",NULL,NULL,NULL,7492,131,505,70,"6555.3","4898.5",5229,1,"0.683333",280
230,"0.583333","0.0","1.733333","-13.483333","1.383336","3.649992",NULL,7499,3825,109,64,"5980.0","4264.2",9460,1,"1.733333",256
231,"2.0","0.0","4.6","3.133333",NULL,NULL,NULL,7502,107,131,70,"1660.0","0.0",1141,0,"4.6",280
232,"3.0","0.0","2.0","3.416667",NULL,NULL,NULL,7503,82,131,67,"1588.0","0.0",1141,0,"2.0",268
233,"0.483333","0.0","2.35","7.166667",NULL,"3.049992",NULL,7497,241,82,67,"6268.0","4684.0",5611,1,"2.35",268
234,"0.566667","0.0","2.716667","-5.616667","1.249992",NULL,NULL,7499,3825,109,64,"5957.0","4286.0",9460,1,"2.716667",256
236,"1.4","0.0","1.75","38.683333","4.233312","5.86668",NULL,7501,82,485,70,"1661.0","0.0",1141,0,"1.75",280
237,"0.533333","0.0","0.616667","35.266667","6.550008",NULL,NULL,7500,485,82,53,"4963.6","3707.5",102,1,"0.616667",212
238,"3.0","0.0","5.533333","2.716667",NULL,NULL,NULL,7502,505,131,70,"1659.6","0.0",1141,0,"5.533333",280
239,"3.0","0.0","4.75","-9.166667",NULL,"1.716672",NULL,7502,505,131,70,"1655.5","0.0",1141,0,"4.75",280
240,"2.75","0.0","1.866667","3.216667",NULL,"1.266672",NULL,7502,505,131,70,"1657.0","0.0",1141,0,"1.866667",280
241,"0.75","0.0","3.55","3.2",NULL,"1.033344",NULL,7492,131,505,70,"6554.1","4899.5",5229,1,"3.55",280
242,"2.333333","0.0","3.116667","3.133333",NULL,NULL,NULL,7503,132,131,67,"1582.0","0.0",1141,0,"3.116667",268
244,"0.5","0.0","3.416667","3.25",NULL,"1.35",NULL,7492,131,505,70,"6553.1","4896.0",5229,1,"3.416667",280
245,"1.333333","0.0","1.066667","3.183333",NULL,NULL,NULL,7492,131,505,70,"6556.3","4897.0",5229,1,"1.066667",280
246,"0.583333","0.0","1.5","35.583333","6.200016","-3.0",NULL,7498,131,109,64,"5996.6","4479.0",5229,1,"1.5",256
247,"1.083333","0.0","2.35","34.9","5.166672","1.48332",NULL,7505,82,1465,70,"1657.0","0.0",1141,0,"2.35",280
248,"0.833333","0.0","4.116667","3.05",NULL,NULL,NULL,7492,131,505,70,"6559.3","4900.0",5229,1,"4.116667",280
249,"3.0","0.0","3.083333","3.0",NULL,"2.966664",NULL,7503,132,131,67,"1590.0","0.0",1141,0,"3.083333",268
250,"2.75","0.0","2.083333","3.333333",NULL,NULL,NULL,7502,505,131,70,"1655.0","0.0",1141,0,"2.083333",280
251,"0.5","0.0","6.616667","3.133333",NULL,"2.200008",NULL,7492,131,505,70,"6557.6","4897.5",5229,1,"6.616667",280
252,"2.0","0.0","3.416667","3.25",NULL,"1.000008",NULL,7503,82,131,67,"1584.0","0.0",1141,0,"3.416667",268
254,"0.583333","0.0","3.316667","-8.566667","2.333328",NULL,NULL,7499,3825,109,64,"5966.0","4253.4",9460,1,"3.316667",256
256,"1.05","0.0","27.5","4.616667",NULL,"2.25",NULL,7504,82,241,71,"1679.0","0.0",1141,0,"27.5",284
257,"1.75","0.0","3.366667","3.216667",NULL,NULL,NULL,7492,131,505,70,"6554.0","4898.5",5229,1,"3.366667",280
258,"0.55","0.0","1.083333","3.033333",NULL,"0.433344",NULL,7496,131,132,67,"6277.6","4688.5",5229,1,"1.083333",268
260,"0.483333","0.0","1.333333","3.666667",NULL,NULL,NULL,7492,131,505,70,"6554.0","4898.5",5229,1,"1.333333",280
261,"2.75","0.0","7.0","3.25",NULL,NULL,NULL,7492,131,505,70,"6555.3","4898.5",5229,1,"7.0",280
262,"0.583333","0.0","1.0","-10.166667","2.4",NULL,NULL,7506,109,3825,63,"1667.0","0.0",1141,0,"1.0",252
263,"2.416667","0.0","2.116667","6.216667",NULL,"3.333336",NULL,7502,505,131,67,"1660.0","0.0",1141,0,"2.116667",268
265,"0.566667","0.0","4.816667","5.283333","5.466672","-0.483336",NULL,7499,3825,109,64,"5964.0","4270.6",9460,1,"4.816667",256
266,"0.583333","0.0","6.483333","-14.483333","1.05","0.766656",NULL,7506,109,3825,63,"1666.0","0.0",1141,0,"6.483333",252
267,"2.5","0.0","1.833333","3.5",NULL,NULL,NULL,7502,505,131,70,"1657.0","0.0",1141,0,"1.833333",280
268,"0.5","0.0","0.416667","27.583333","4.016664","1.249992",NULL,7474,1465,82,53,"4962.9","3708.5",102,1,"0.416667",212
269,"0.9","0.0","1.666667","32.1","7.033344","0.683328",NULL,7500,485,82,53,"4963.2","3707.5",102,1,"1.666667",212
271,"2.5","0.0","2.666667","3.416667",NULL,NULL,NULL,7492,131,505,70,"6551.5","4899.5",5229,1,"2.666667",280
272,"2.0","0.0","3.666667","3.75",NULL,"0.916656",NULL,7505,82,1465,67,"1681.0","0.0",1141,0,"3.666667",268
273,"0.583333","0.0","1.783333","-10.266667","1.833336",NULL,NULL,7506,109,3825,63,"1666.0","0.0",1141,0,"1.783333",252
274,"0.55","0.0","1.433333","3.35",NULL,NULL,NULL,7496,131,132,67,"6274.6","4689.0",5229,1,"1.433333",268
275,"2.0","0.0","4.083333","3.083333",NULL,NULL,NULL,7502,505,131,70,"1690.0","0.0",1141,0,"4.083333",280
276,"0.583333","0.0","0.916667","32.5","3.100008","1.433328",NULL,7498,131,109,64,"5993.3","4477.0",5229,1,"0.916667",256
277,"1.0","0.0","3.0","2.666667",NULL,NULL,NULL,7492,131,505,70,"6553.5","4899.0",5229,1,"3.0",280
278,"2.0","0.0","2.166667","3.666667",NULL,"1.699992",NULL,7503,82,131,66,"1563.0","0.0",1141,0,"2.166667",264
280,"3.0","0.0","1.983333","47.083333","9.083328","10.333344",NULL,7500,485,82,53,"4965.2","3709.0",102,1,"1.983333",212
281,"3.966667","0.0","0.416667","36.533333","7.083336","0.283344",NULL,7500,485,82,53,"4963.1","3709.0",102,1,"0.416667",212
282,"2.0","0.0","1.5","3.583333",NULL,"1.433328",NULL,7502,505,131,69,"1632.0","0.0",1141,0,"1.5",276
284,"1.666667","0.0","6.866667","3.883333",NULL,NULL,NULL,7492,131,505,70,"6553.5","4898.0",5229,1,"6.866667",280
285,"0.566667","0.0","1.633333","-3.366667","1.166664","3.233328",NULL,7499,3825,109,64,"5980.0","4249.0",9460,1,"1.633333",256
286,"0.583333","0.0","3.433333","-4.116667","3.666672",NULL,NULL,7499,3825,109,64,"5972.0","4287.0",9460,1,"3.433333",256
288,"1.633333","0.0","2.15","3.383333",NULL,"1.033344",NULL,7504,82,241,71,"1681.0","0.0",1141,0,"2.15",284
289,"1.333333","0.0","7.333333","3.583333",NULL,NULL,NULL,7492,131,505,70,"6556.3","4897.0",5229,1,"7.333333",280
290,"2.0","0.0","2.55","4.616667",NULL,"1.249992",NULL,7502,505,131,70,"1632.0","0.0",1141,0,"2.55",280
291,"0.5","0.0","3.133333","3.45",NULL,NULL,NULL,7497,241,82,67,"6269.0","4686.0",5611,1,"3.133333",268
292,"0.75","0.0","8.95","2.883333",NULL,NULL,NULL,7492,131,505,70,"6553.1","4896.0",5229,1,"8.95",280
293,"2.0","0.0","1.083333","3.833333",NULL,"1.133328",NULL,7503,82,131,67,"1586.0","0.0",1141,0,"1.083333",268
294,"0.583333","0.0","2.8","-25.216667","1.583328",NULL,NULL,7499,3825,109,64,"5953.0","4270.0",9460,1,"2.8",256
295,"2.0","0.0","1.866667","4.133333",NULL,NULL,NULL,7502,505,131,70,"1655.0","0.0",1141,0,"1.866667",280
298,"1.0","0.0","7.5","4.083333",NULL,NULL,NULL,7492,131,505,70,"6559.3","4900.0",5229,1,"7.5",280
299,"0.5","0.0","0.9","39.933333","7.483344","4.249992",NULL,7500,485,82,53,"4961.9","3707.5",102,1,"0.9",212
300,"0.916667","0.0","6.666667","4.166667",NULL,NULL,NULL,7492,131,505,70,"6557.6","4897.5",5229,1,"6.666667",280
303,"2.0","0.0","3.183333","2.983333",NULL,NULL,NULL,7502,505,131,70,"1661.0","0.0",1141,0,"3.183333",280
304,"3.0","0.0","2.0","3.166667",NULL,NULL,NULL,7502,505,131,70,"1656.0","0.0",1141,0,"2.0",280
305,"0.583333","0.0","1.966667","33.95","8.033328",NULL,NULL,7498,131,109,64,"5995.6","4478.5",5229,1,"1.966667",256
306,"1.383333","0.0","3.833333","41.45","12.599976",NULL,NULL,7501,82,485,71,"1679.0","0.0",1141,0,"3.833333",284
307,"2.0","0.0","1.883333","2.866667",NULL,NULL,NULL,7502,505,131,69,"1660.0","0.0",1141,0,"1.883333",276
